1999-06-23,26,	242.88
1999-06-29,27,	245.22
1999-07-07,28,	242.55
1999-07-16,29,	244.57
1999-07-19,30,	243.87
1999-07-30,31,	247.17
1999-08-07,32,	245.1
1999-08-11,33,	245.7
1999-08-17,34,	245.68
1999-08-28,35,	248.16
1999-09-04,36,	245.66
1999-09-11,37,	245.69
1999-09-18,38,	245.7
1999-09-25,39,	245.1
1999-10-02,40,	244.42
1999-10-04,41,	246.39
1999-10-15,42,	241.92
1999-10-17,43,	240.0
1999-10-30,44,	240.08
1999-11-05,45,	243.35
1999-11-13,46,	239.86
1999-11-18,47,	242.25
1999-11-26,48,	242.0
1999-12-01,49,	243.8
1999-12-11,50,	244.28
1999-12-17,51,	246.75
1999-12-22,52,	247.8
CO,	1
2007-01-06,1,	308.7
2007-01-08,2,	313.76
2007-01-20,3,	317.19
2007-01-26,4,	323.98
2006-02-01,5,	316.8
2006-02-10,6,	303.39
2006-02-18,7,	306.52
2006-02-23,8,	304.3
2006-02-26,9,	304.44
2006-03-11,10,	306.68
2006-03-15,11,	307.8
2006-03-24,12,	311.3
2006-03-28,13,	311.1
2006-04-02,14,	306.48
2006-04-15,15,	304.58
2006-04-20,16,	306.14
2006-04-26,17,	308.84
2006-05-03,18,	307.7
2006-05-12,19,	308.0
2006-05-17,20,	308.53
2006-05-23,21,	306.08
2006-05-29,22,	309.6
2006-06-10,23,	308.32
2006-06-11,24,	305.32
2006-06-21,25,	308.88
2006-07-01,26,	305.22
2006-07-02,27,	309.97
2006-07-10,28,	318.47
2006-07-20,29,	318.27
2006-07-23,30,	316.81
2006-08-03,31,	323.4
2006-08-09,32,	318.45
2006-08-18,33,	318.0
2006-08-20,34,	322.79
2006-08-30,35,	316.94
2006-09-08,36,	322.76
2006-09-16,37,	319.68
2006-09-20,38,	318.94
2006-09-30,39,	317.55
2006-10-01,40,	318.33
2006-10-08,41,	309.37
2006-10-19,42,	309.95
2006-10-25,43,	309.42
2006-10-29,44,	309.39
2006-11-05,45,	304.92
2006-11-18,46,	306.16
2006-11-24,47,	304.2
2006-12-01,48,	308.08
2006-12-06,49,	311.88
2006-12-13,50,	310.97
2006-12-22,51,	310.4
2006-12-27,52,	310.18
CO,	1
1993-12-27,1,	174.0
1994-01-07,2,	172.42
1994-01-10,3,	174.25
1994-01-19,4,	167.2
1994-01-28,5,	165.6
1993-02-01,6,	190.9
1993-02-12,7,	195.3
1993-02-18,8,	195.54
1993-02-26,9,	195.5
1993-03-01,10,	195.0
1993-03-13,11,	196.24
1993-03-14,12,	193.05
1993-03-26,13,	193.98
1993-03-28,14,	194.4
1993-04-07,15,	195.75
1993-04-17,16,	195.3
1993-04-21,17,	195.19
1993-04-30,18,	197.54
1993-05-07,19,	195.3
1993-05-12,20,	195.3
1993-05-19,21,	186.89
1993-05-27,22,	189.9
1993-06-02,23,	192.5
1993-06-12,24,	190.08
1993-06-16,25,	191.76
1993-06-23,26,	191.58
1993-06-28,27,	192.53
1993-07-07,28,	190.32
1993-07-14,29,	191.13
1993-07-19,30,	191.73
1993-07-29,31,	195.79
1993-08-02,32,	198.75
1993-08-08,33,	195.67
1993-08-15,34,	196.04
1993-08-28,35,	193.64
1993-09-04,36,	193.98
1993-09-09,37,	196.42
1993-09-13,38,	194.23
1993-09-25,39,	195.52
1993-09-26,40,	192.92
1993-10-08,41,	194.34
1993-10-16,42,	185.9
1993-10-20,43,	184.5
1993-10-27,44,	186.02
1993-11-04,45,	174.8
1993-11-11,46,	173.6
1993-11-15,47,	174.0
1993-11-21,48,	174.96
1993-11-28,49,	176.4
1993-12-11,50,	172.7
1993-12-14,51,	174.47
1993-12-22,52,	174.84
CO,	1
2001-01-03,1,	268.48
2001-01-08,2,	268.14
2001-01-14,3,	271.18
2001-01-27,4,	272.44
2001-01-28,5,	278.27
2000-02-03,6,	263.25
2000-02-07,7,	258.64
